,,,,30946465,2,137418481,0
,,,,30989905,2,137685376,0
,,,,31090506,3,137954263,1
,,,,31124992,3,138221429,2
,,,,31224971,4,138490467,2
,,,,31323416,5,138757229,2
,,,,31344705,5,139026587,4
,,,,31388629,5,139293671,1
,,,,31450895,5,139562712,1
,,,,31474476,5,139829874,0
,,,,31567328,5,140098437,0
,,,,31584483,5,140364812,0
,,,,31656240,5,140633395,1
,,,,31684704,5,140900837,1
,,,,31706518,5,141170698,1
,,,,31754510,5,141437100,1
,,,,31839712,5,141705919,1
,,,,31863131,5,141972591,1
,,,,31948726,6,142242653,1
,,,,32050751,7,142509532,0
,,,,32074627,7,142778285,0
,,,,32124634,7,143044998,0
,,,,32146051,7,143314221,0
,,,,32210294,7,143580745,1
,,,,32237892,7,143849509,2
,,,,32359784,8,144115992,3
,,,,32406200,8,144384748,3
,,,,32435782,8,144652017,0
,,,,32452585,8,144920837,2
,,,,32531308,9,145187920,0
,,,,32628603,10,145456117,0
,,,,32663867,10,145722494,0
,,,,32758902,10,145990992,0
,,,,32778922,10,146257458,1
,,,,32830590,10,146526043,1
,,,,32931190,8,146792667,0
,,,,32983736,8,147061496,0
,,,,33003283,8,147327870,0
,,,,33114737,9,147596699,0
,,,,33144544,4,147863485,1
,,,,33160107,4,148132812,3
,,,,33176273,4,148399424,1
,,,,33192987,4,148668309,1
,,,,33221542,4,148935357,1
,,,,33253887,4,149204542,1
,,,,33308160,5,149471221,0
,,,,33338241,6,149739760,2
,,,,33355683,6,150006363,1
,,,,33396672,6,150274797,1
,,,,33507567,7,150541256,2
,,,,33614520,4,150809722,2
,,,,33687865,4,151076637,0
,,,,33808220,5,151345924,0
,,,,33825606,1,151612709,1
,,,,33841310,1,151881220,2
,,,,33857580,1,152148374,1
,,,,33874898,1,152417271,1
,,,,33892482,1,152684076,0
,,,,33913888,1,152953617,1
,,,,33947420,1,153220244,0
,,,,34029820,1,153489230,1
,,,,34126853,1,153756415,0
,,,,34238611,2,154025230,0
,,,,34286600,2,154292452,0
,,,,34311695,2,154561658,0
,,,,34372954,2,154828780,0
,,,,34429934,2,155097324,0
,,,,34536195,2,155363695,0
,,,,34570907,2,155632138,0
,,,,34593639,2,155898641,0
,,,,34648920,2,156167298,0
,,,,34725674,2,156434038,1
,,,,34858322,3,156702997,1
,,,,34888612,3,156970020,1
,,,,34992682,3,157238905,1
,,,,35026839,3,157506114,0
,,,,35119414,4,157774421,0
,,,,35158640,4,158041123,0
,,,,35182170,4,158310020,1
,,,,35236479,4,158576948,0
,,,,35277837,4,158845762,1
,,,,35377617,5,159112289,0
,,,,35398500,5,159380739,1
,,,,35448879,5,159647154,1
,,,,35550116,6,159915646,1
,,,,35635667,6,160182265,1
,,,,35672680,6,160451197,1
,,,,35741631,6,160717462,0
,,,,35767831,6,160985977,0
,,,,35804214,6,161252065,1
,,,,35897597,6,161520206,2
,,,,35952087,6,161786632,2
,,,,35978290,6,162055698,2
,,,,35999265,6,162322643,1
,,,,36020076,6,162591247,1
,,,,36049817,6,162857225,0
,,,,36127496,6,163125864,0
,,,,36244265,7,163393084,1
,,,,36262828,7,163662318,1
,,,,36285239,7,163928991,0
,,,,36337464,5,164197803,0
,,,,36472740,6,164464907,0
,,,,36570442,7,164733210,0
,,,,36600517,4,164999365,0
,,,,36616132,4,165268578,1
,,,,36632313,4,165535702,1
,,,,36649005,4,165804432,2
,,,,36666490,4,166071339,2
,,,,36684612,4,166340057,2
,,,,36708122,4,166606667,0
,,,,36760989,4,166875290,2
,,,,36836980,4,167141967,1
,,,,36877243,4,167410698,1
,,,,36910643,4,167677321,1
,,,,36943716,4,167946150,1
,,,,37039823,5,168212792,0
,,,,37116132,5,168481298,0
,,,,37196268,3,168747822,1
,,,,37280130,4,169017170,1
,,,,37343590,4,169283973,1
,,,,37389058,4,169552841,1
,,,,37418434,4,169819899,1
,,,,37435670,2,170088938,1
,,,,37451551,2,170355611,1
,,,,37467811,2,170624061,2
,,,,37485130,2,170891174,0
,,,,37503416,2,171159845,0
,,,,37537327,2,171426732,0
,,,,37613250,3,171695444,1
,,,,37632610,3,171962189,1
,,,,37734390,3,172230238,1
,,,,37752914,3,172496937,0
,,,,37841752,3,172765460,0
,,,,37940151,3,173032166,0
,,,,38012398,3,173300645,0
,,,,38076506,3,173567236,1
,,,,38138446,3,173836283,1
,,,,38251969,4,174103138,0
,,,,38289566,4,174372056,1
,,,,38332729,4,174638737,2
,,,,38387189,4,174907398,2
,,,,38494671,5,175174328,0
,,,,38529763,5,175442624,1
,,,,38596373,6,175709629,2
,,,,38721633,7,175978983,2
,,,,38795722,7,176245314,3
,,,,38822468,7,176513703,3
,,,,38855209,7,176779736,3
,,,,38890852,7,177047637,3
,,,,38989531,8,177314028,1
,,,,39061604,8,177582828,3
,,,,39151442,9,177849489,1
,,,,39229989,10,178117854,2
,,,,39247852,10,178384109,3
,,,,39295385,10,178652973,4
,,,,39324755,10,178919414,1
,,,,39356779,10,179188476,1
,,,,39383695,10,179454741,1
,,,,39400716,10,179723942,3
,,,,39498188,8,179990953,2
,,,,39600100,9,180259411,3
,,,,39657346,9,180525760,2
,,,,39714528,5,180794438,3
,,,,39730104,5,181061303,0
,,,,39746313,5,181329947,2
,,,,39763472,5,181596328,1
,,,,39780945,5,181864895,1
,,,,39801610,5,182131753,0
,,,,39839747,5,182400169,2
,,,,39892502,5,182666617,1
,,,,39936943,5,182934847,1
,,,,39959325,5,183201377,2
,,,,40072413,6,183470680,4
,,,,40193316,6,183737475,3
,,,,40306256,7,184006287,3
,,,,40420647,8,184272906,2
,,,,40448058,8,184541614,2
,,,,40543494,8,184808860,0
,,,,40569628,8,185076656,2
,,,,40680998,9,185342573,1
,,,,40717894,5,185612067,1
,,,,40848520,6,185878381,1
,,,,40952173,7,186146805,3
,,,,40995269,3,186413400,2
,,,,41010842,3,186681603,2
,,,,41026974,3,186947980,2
,,,,41043349,3,187216584,2
,,,,41062631,3,187483237,0
,,,,41126630,3,187752229,0
